0,10698
172,4813
173,4770
174,4680
171,4476
175,4456
176,4382
170,4331
169,4060
177,4046
168,3710
178,3527
167,3458
179,3198
166,3136
165,2751
180,2550
164,2322
181,2200
163,1998
182,1664
162,1542
183,1254
161,1193
160,914
184,880
159,671
185,605
158,484
173cm,484
172cm,473
174cm,462
175cm,443
186,421
174 cm,419
175 cm,418
170cm,409
171cm,407
173 cm,403
172 cm,396
171 cm,382
176cm,382
169cm,376
177cm,373
170 cm,367
168cm,354
169 cm,353
176 cm,345
178 cm,334
177 cm,327
167cm,324
166cm,313
178cm,310
168 cm,306
166 cm,298
157,298
187,297
179cm,289
165cm,281
165 cm,272
180cm,262
167 cm,262
179 cm,235
180 cm,235
164cm,223
181cm,213
156,203
163cm,197
188,184
181 cm,175
164 cm,168
163 cm,162
182cm,151
162cm,139
162 cm,126
182 cm,125
183cm,118
155,113
161cm,107
189,99
183 cm,99
160cm,89
161 cm,85
154,74
184 cm,67
160 cm,62
184cm,60
185cm,57
190,55
153,48
185 cm,48
159cm,46
159 cm,46
158 cm,44
191,41
186 cm,40
186cm,35
158cm,31
139,27
187 cm,27
133,26
187cm,26
124,26
231,25
208,24
128,24
112,24
138,24
224,24
110,23
126,23
116,23
157 cm,23
109,22
103,22
152,22
239,22
205,22
220,22
203,22
233,21
219,21
201,21
120,21
246,21
221,21
127,21
106,21
113,21
132,21
134,20
135,20
157cm,20
100,20
107,20
249,20
238,19
125,19
111,19
104,19
117,19
101,19
202,19
214,18
122,18
210,18
102,18
105,18
245,18
121,18
242,18
230,17
115,17
200,17
137,17
211,17
130,17
188 cm,17
226,17
218,17
241,17
156cm,16
209,16
131,16
118,16
235,16
222,16
240,16
119,16
229,15
151,15
228,15
234,15
192,15
206,15
123,15
223,15
247,15
248,15
237,15
212,15
136,14
215,14
156 cm,14
213,14
129,14
227,14
114,14
217,14
207,13
216,13
225,13
244,13
243,12
155cm,12
108,12
236,11
188cm,11
189cm,10
193,9
232,9
189 cm,9
190cm,7
153 cm,7
194,7
124 cm,7
115cm,6
153cm,6
155 cm,6
154cm,5
204,5
224cm,5
108cm,5
226cm,5
123cm,5
154 cm,5
105cm,4
102 cm,4
246cm,4
230cm,4
130 cm,4
129cm,4
126cm,4
117cm,4
103cm,4
195,4
100cm,4
114cm,4
219cm,4
135cm,4
206cm,3
128cm,3
216 cm,3
150,3
110cm,3
111 cm,3
107cm,3
132 cm,3
138 cm,3
118 cm,3
224 cm,3
137 cm,3
238 cm,3
134cm,3
136 cm,3
129 cm,3
244cm,3
214cm,3
191 cm,3
212 cm,3
226 cm,3
149,3
236 cm,3
211cm,3
236cm,3
126 cm,3
243cm,3
117 cm,3
196,2
248cm,2
114 cm,2
192cm,2
127cm,2
242cm,2
127 cm,2
216cm,2
116cm,2
115 cm,2
217cm,2
220cm,2
241 cm,2
100 cm,2
233 cm,2
222 cm,2
125cm,2
217 cm,2
221cm,2
247cm,2
112 cm,2
119 cm,2
232 cm,2
102cm,2
209 cm,2
208cm,2
210cm,2
106 cm,2
237 cm,2
234 cm,2
136cm,2
193cm,2
151cm,2
131 cm,2
223cm,2
190 cm,2
139cm,2
207cm,2
122 cm,2
210 cm,1
205cm,1
131cm,1
113 cm,1
204 cm,1
125 cm,1
101cm,1
138cm,1
201 cm,1
247 cm,1
200 cm,1
120 cm,1
197,1
231 cm,1
204cm,1
249cm,1
213 cm,1
207 cm,1
151 cm,1
212cm,1
227cm,1
121cm,1
137cm,1
202cm,1
194cm,1
112cm,1
135 cm,1
133cm,1
218cm,1
107 cm,1
234cm,1
132cm,1
101 cm,1
245 cm,1
215 cm,1
208 cm,1
152cm,1
130cm,1
229 cm,1
206 cm,1
148,1
152 cm,1
246 cm,1
225cm,1
211 cm,1
220 cm,1
139 cm,1
106cm,1
120cm,1
104cm,1
108 cm,1
240 cm,1
111cm,1
104 cm,1
209cm,1
121 cm,1
229cm,1
150cm,1
221 cm,1
237cm,1
228 cm,1
240cm,1
239cm,1
223 cm,1
